country_id,source_id,year,population,country_name,country_code,source_name,population_prev,yoy_change,is_decrease_anomaly,is_increase_anomaly,is_yoy_anomaly,is_anomaly,population_z,is_any_anomaly
220,1,1950,37310887,Ukraine,UKR,United Nations Population Division,,0.0,False,False,False,False,-2.2217342853616038,False
220,1,1951,37807748,Ukraine,UKR,United Nations Population Division,37310887.0,0.013316783382823357,False,False,False,False,-2.1025980456299758,False
220,1,1952,38306709,Ukraine,UKR,United Nations Population Division,37807748.0,0.013197321353284518,False,False,False,False,-1.9829582725088561,False
220,1,1953,38806087,Ukraine,UKR,United Nations Population Division,38306709.0,0.013036306512261338,False,False,False,False,-1.8632185120432514,False
220,1,1954,39320036,Ukraine,UKR,United Nations Population Division,38806087.0,0.013244030504801992,False,False,False,False,-1.7399849491879855,False
220,1,1955,39859711,Ukraine,UKR,United Nations Population Division,39320036.0,0.013725190892500709,False,False,False,False,-1.6105828625336371,False
220,1,1956,40419152,Ukraine,UKR,United Nations Population Division,39859711.0,0.014035249778905823,False,False,False,False,-1.4764413277951458,False
220,1,1957,40998773,Ukraine,UKR,United Nations Population Division,40419152.0,0.014340256322052476,False,False,False,False,-1.3374610769614401,False
220,1,1958,41627069,Ukraine,UKR,United Nations Population Division,40998773.0,0.015324751304142688,False,False,False,False,-1.186809641492722,False
220,1,1959,42244270,Ukraine,UKR,United Nations Population Division,41627069.0,0.014826914669394571,False,False,False,False,-1.0388185407651536,False
220,1,1960,42824093,Ukraine,UKR,United Nations Population Division,42244270.0,0.013725482769615856,False,False,False,False,-0.899789854814935,False
220,1,1961,43399767,Ukraine,UKR,United Nations Population Division,42824093.0,0.013442759896864599,False,False,False,False,-0.76175600697567,False
220,1,1962,43943674,Ukraine,UKR,United Nations Population Division,43399767.0,0.012532486637543468,False,False,False,False,-0.6313391806525929,False
220,1,1963,44462373,Ukraine,UKR,United Nations Population Division,43943674.0,0.01180372401269862,False,False,False,False,-0.5069666732258568,False
220,1,1964,44951156,Ukraine,UKR,United Nations Population Division,44462373.0,0.01099318293245392,False,False,False,False,-0.38976735859914186,False
220,1,1965,45386892,Ukraine,UKR,United Nations Population Division,44951156.0,0.009693543810085773,False,False,False,False,-0.2852875371688011,False
220,1,1966,45802519,Ukraine,UKR,United Nations Population Division,45386892.0,0.009157423689641495,False,False,False,False,-0.18562940760955368,False
220,1,1967,46215988,Ukraine,UKR,United Nations Population Division,45802519.0,0.009027210926979803,False,False,False,False,-0.08648871855246051,False
220,1,1968,46614326,Ukraine,UKR,United Nations Population Division,46215988.0,0.008619051917704323,False,False,False,False,0.009023892544440066,False
220,1,1969,46976256,Ukraine,UKR,United Nations Population Division,46614326.0,0.007764351242577228,False,False,False,False,0.09580667333437531,False
220,1,1970,47261306,Ukraine,UKR,United Nations Population Division,46976256.0,0.00606795909831554,False,False,False,False,0.16415533651281047,False
220,1,1971,47573288,Ukraine,UKR,United Nations Population Division,47261306.0,0.006601214109487368,False,False,False,False,0.23896169552257915,False
220,1,1972,47946893,Ukraine,UKR,United Nations Population Division,47573288.0,0.007853251597829437,False,False,False,False,0.3285438821802858,False
220,1,1973,48277121,Ukraine,UKR,United Nations Population Division,47946893.0,0.006887370157645043,False,False,False,False,0.40772522701132696,False
220,1,1974,48576570,Ukraine,UKR,United Nations Population Division,48277121.0,0.006202710389461708,False,False,False,False,0.4795264507970461,False
220,1,1975,48865229,Ukraine,UKR,United Nations Population Division,48576570.0,0.005942350396497736,False,False,False,False,0.5487404720719941,False
220,1,1976,49120842,Ukraine,UKR,United Nations Population Division,48865229.0,0.005230979271579798,False,False,False,False,0.6100307960187731,False
220,1,1977,49336481,Ukraine,UKR,United Nations Population Division,49120842.0,0.004389969536759976,False,False,False,False,0.6617362420076682,False
220,1,1978,49521244,Ukraine,UKR,United Nations Population Division,49336481.0,0.003744957002506928,False,False,False,False,0.7060383085042029,False
220,1,1979,49721381,Ukraine,UKR,United Nations Population Division,49521244.0,0.004041437246608748,False,False,False,False,0.7540267189674287,False
220,1,1980,49955152,Ukraine,UKR,United Nations Population Division,49721381.0,0.004701619208846995,False,False,False,False,0.810079816107881,False
220,1,1981,50189282,Ukraine,UKR,United Nations Population Division,49955152.0,0.004686803875604262,False,False,False,False,0.8662189934801562,False
220,1,1982,50402724,Ukraine,UKR,United Nations Population Division,50189282.0,0.0042527406548673085,False,False,False,False,0.917397647632521,False
220,1,1983,50637030,Ukraine,UKR,United Nations Population Division,50402724.0,0.004648677321487624,False,False,False,False,0.9735790258983916,False
220,1,1984,50887600,Ukraine,UKR,United Nations Population Division,50637030.0,0.004948354988434353,False,False,False,False,1.033660150376976,False
220,1,1985,51108771,Ukraine,UKR,United Nations Population Division,50887600.0,0.004346265101910878,False,False,False,False,1.0866920471804762,False
220,1,1986,51318746,Ukraine,UKR,United Nations Population Division,51108771.0,0.004108394623693847,False,False,False,False,1.1370393916845698,False
220,1,1987,51515733,Ukraine,UKR,United Nations Population Division,51318746.0,0.0038384998729314238,False,False,False,False,1.1842725020635574,False
220,1,1988,51724854,Ukraine,UKR,United Nations Population Division,51515733.0,0.004059361826415243,False,False,False,False,1.234415076322591,False
220,1,1989,51917818,Ukraine,UKR,United Nations Population Division,51724854.0,0.003730585687105081,False,False,False,False,1.2806835605939946,False
220,1,1990,52054093,Ukraine,UKR,United Nations Population Division,51917818.0,0.0026248214052447274,False,False,False,False,1.313359280904962,False
220,1,1991,52170961,Ukraine,UKR,United Nations Population Division,52054093.0,0.002245126046092091,False,False,False,False,1.341381633363609,False
